"category","phrase"
"Respectful_Intervention","บอกให้เพื่อนคนอื่นไม่ล้อเพื่อนคนอื่น"
"Respectful_Intervention","อธิบายว่าเราไม่ควรล้อเลียนคนอื่น"
"Respectful_Intervention","บอกเพื่อนว่าไม่ควรทำให้เพื่อนไปขอโทษเด็กใหม่"
"Ambiguous","บอกว่าอย่าไปล้อเขาเพราะกรรมตามทัน"
"Passive_Disregard","อยู่เฉยๆไม่ทำอะไร"
"Compassionate_Expression","พูดกับเขาดีๆเพราะเพื่อนคนที่โดนอาจไม่ชอบก็ได้"
"Empathy","ไปห้ามเพื่อนที่ล้อเลียนว่า ถ้าเราเป็นเพื่อนคนนั้นเราจะรู้สึกยังไง"
"Passive_Disregard","ถ้าห้ามไม่ได้ก็เดินหนี"
"Passive_Disregard","ไม่ทำอะไร"
"Respectful_Intervention","บอกเพื่อนไม่ให้ขำและไม่ให้แชร์เพราะมันไม่ใช่เรื่องตลก"
"Respectful_Intervention","ไปเตือนเขา ถ้าไม่ฟังก็แจ้งครู"
"Respectful_Intervention","ควรห้ามแบบใช้คำสุภาพเตือนเพื่อน"
"Empathy","ปลอบใจเพื่อนแล้วบอกไม่เป็นไร"
"Empathy","ปลอบเพื่อนคนนั้น"
"Respectful_Intervention","แจ้งให้คุณครูทราบ"
"Respectful_Intervention","เข้าไปห้าม"
"Compassionate_Expression","บอกเพื่อนว่าไม่เป็นไรแต่ทีหลังอย่าทำอีก"
"Non-participation_in_Mockery","พยายามออกห่าง ไม่รับไม่แชร์ไม่ถ่ายรูปนั้น"
"Ambiguous","ถามว่าเพื่อนชื่ออะไร"
"Passive_Disregard","tell the teacher"
"Aggressive_Retaliation","I will be mad"
"Passive_Disregard","ผมจะไม่อยู่"
"Respectful_Intervention","ไปเอาเพื่อนคนนั้นออกมาจากสถานการณ์"
"Empathy","เพื่อนจะเศร้า/sad"
"Respectful_Intervention","ให้หยุดเพื่อน"
"Respectful_Intervention","ไปห้ามคนที่ล้อเลียน"
"Compassionate_Expression","อย่าไปด่าเขาเลยเขาก็คนเหมือนกันนะ"
"Passive_Disregard","บอกครู"
"Respectful_Intervention","บอกให้เพื่อนหยุด"
"Respectful_Intervention","เตือนว่าอย่าล้อและบอกให้หยุด"
"Respectful_Intervention","เข้าไปห้ามเพื่อน"
"Aggressive_Retaliation","ให้เพื่อนไปขอโทษ"
"Respectful_Intervention","บอกเพื่อนให้หยุด"
"Respectful_Intervention","บอกว่าอย่าไปยุ่งกับข้อมูลส่วนตัวของเขา"
"Non-participation_in_Mockery","ไม่เข้าร่วมการเหยียดหยาม"
"Empathy","สงสารเพื่อนเขา"
"Respectful_Intervention","เตือนเพื่อนว่า อย่าขำ มันไม่ดี"
"Respectful_Intervention","บอกว่าเพื่อนกันเองอย่าไปล้อเลียนเขา"
"Respectful_Intervention","บอกเพื่อนว่าอย่าเหยียดหยามคนอื่น"
"Empathy","ถ้ามีคนมาทำก็ไม่ชอบใช่ไหม"
"Empathy","เขาก็มีจิตใจนะครับ"
"Respectful_Intervention","อย่าไปด่าเขาเลย"
"Respectful_Intervention","บอกเพื่อนว่าขนาดเราเพื่อนเรายังไม่ร้อภาพนายเลย"
"Respectful_Intervention","ห้าม"
"Respectful_Intervention","ห้ามเพื่อน"
"Respectful_Intervention","บอกดี ๆ"
"Respectful_Intervention","ตักเตือนไม่ให้ทำเพราะเป็นความส่วนตัว"
"Aggressive_Retaliation","บอกเพื่อนว่าอย่าไปยุ่ง"
"Passive_Disregard","เตือนแล้วไม่เกี่ยวเซฟด้วย"
"Respectful_Intervention","ลองไปห้าม"
"Respectful_Intervention","ตักเตือนเพื่อน"
"Respectful_Intervention","บอกเพื่อนที่ทำให้หยุด"
"Respectful_Intervention","ให้ลบภาพออก"
"Empathy","ถามว่าทำเพื่ออะไร"
"Empathy","ถ้าลองเป็นตัวเองจะชอบไหม"
"Respectful_Intervention","พยายามห้าม"
"Active_Disrespect","หัวเราะกลบ"
"Passive_Disregard","ไม่เข้าไปยุ่งกับเพื่อนกลุ่มนั้น"
"Compassionate_Expression","พยายามปลอบใจเพื่อนใหม่"
"Respectful_Intervention","บอกว่าอย่าล้อเลียนเลย"
"Compassionate_Expression","กูก็มีรูปหลุดมึงไรงี้"
"Respectful_Intervention","บอกว่าหยุดได้แล้ว"
"Respectful_Intervention","ห้าม"
"Non-participation_in_Mockery","ไม่แชร์ต่อให้เพื่อนๆ"
"Passive_Disregard","เดินห่างออกจากที่เกิดเหตุ"
"Empathy","บอกว่าอย่าเลยถ้าเป็นตัวเองจะว่าไง"
"Passive_Disregard","ไม่เข้าไปยุ่ง"
"Aggressive_Retaliation","ถ้าไม่ข้องใจก็คืนของและบอกอย่าแกล้ง ถ้าคงข้องใจก็จะแกล้งตอบโต้"
"Compassionate_Expression","คุยกับเพื่อนอย่างมีเหตุผล"
"Respectful_Intervention","เข้าไปดูและตักเตือนเพื่อน"
"Respectful_Intervention","ตักเตือนอย่างระมัดระวัง"
"Respectful_Intervention","เข้าไปอธิบายสิ่งที่เพื่อนเข้าใจผิด"
"Aggressive_Retaliation","ถ้าเพื่อนยังไม่ฟังก็ต้องระวังตัวมากขึ้น"
"Respectful_Intervention","บอกให้เพื่อนหยุดล้อ"
"Respectful_Intervention","ห้ามเพื่อนให้หยุดล้อ"
"Non-participation_in_Mockery","อย่าส่งรูปและข้อความส่วนตัว"
"Passive_Disregard","ปล่อยมันไปอย่างที่เป็น"
"Aggressive_Retaliation","ระวังมันต่อยนะ"
"Respectful_Intervention","บอกเพื่อนที่ทำว่าทำไมต้องทำ เค้าก็เป็นเพื่อนเราเหมือนกัน"
"Respectful_Intervention","เตือนเพื่อนและบอกเพื่อนว่าอย่าทำอีก"
"Respectful_Intervention","ทำความเข้าใจกัน"
"Non-participation_in_Mockery","รีบปิดไอแพดและห้ามเพื่อน"
"Respectful_Intervention","บอกให้เบาลงหน่อย"
"Respectful_Intervention","ดูและตักเตือนเพื่อน"
"Respectful_Intervention","บอกเพื่อนอย่าด่ากัน"
"Ambiguous","ปอบเพื่อน"
"Passive_Disregard","นิ่งเฉย"
"Non-participation_in_Mockery","ไม่หยุมหยาม"
"Respectful_Intervention","บอกให้หยุด"
"Non-participation_in_Mockery","ไม่ร่วมการขำและการแชร์"
"Empathy","เพราะเป็นรูปภาพส่วนตัว"
"Respectful_Intervention","บอกเพื่อนให้ลองคิดถึงใจคนอื่น"
"Respectful_Intervention","เข้าไปห้ามเพื่อนไม่ให้เพื่อนเป็นแบบนั้น"
"Empathy","เพื่อนใหม่เขาก็เป็นเพื่อนเราเหมือนกัน"
"Non-participation_in_Mockery","ไม่หัวเราะ"
"Respectful_Intervention","ลบภาพ"
"Respectful_Intervention","บอกเพื่อนไม่ควรทำใจเขาใจเรา"
"Empathy","ถ้าเป็นคนโดนแบบนั้นบ้างจะโอเคมั้ย"
"Respectful_Intervention","ว่าแต่ตักเตือนผู้ที่ล้อเลียนเพื่อน"
"Respectful_Intervention","ปรับความเข้าใจกันใหม่"
"Respectful_Intervention","เตือนเพื่อนคนนั้น"
"Respectful_Intervention","ช่วยอธิบายแก่เพื่อนใหม่ว่าเป็นเรื่องปกติอย่าคิดมาก"
"Respectful_Intervention","เตือนเพื่อนว่าคนเรามีความชอบส่วนตัว"
"Empathy","บางคนอาจชอบไม่เหมือนกัน"
"Passive_Disregard","ไม่ยุ่งตั้งแต่แรก"
"Respectful_Intervention","บอกเพื่อนว่าอย่าล้อเลียนกัน"
"Empathy","ผมจะเป็นคนที่จะเข้าไปช่วย เพราะผมก็เคยโดน"
"Respectful_Intervention","เตือนเพื่อนและบอกให้เพื่อนหยุดลุกล้ำความเป็นส่วนตัวของคนอื่น"
"Passive_Disregard","ไม่ยุ่ง"
"Respectful_Intervention","แสดงเจตนารมณ์ของตัวเองว่าเรื่องนี้ผิดศีลธรรม ต้องบอกตรงๆ"
"Passive_Disregard","ไม่ไปยุ่ง"
"Ambiguous","ขึ้นอยู่กับภาพ ถ้าเป็นภาพที่ทำให้เกิดความเสียหาย จะบอกว่าไม่ควรเหยียดหยาม"
"Compassionate_Expression","ห้ามปรามเบาๆ 'เฮ้ย พอแล้วๆ'"
"Respectful_Intervention","ตักเตือนเพื่อนและบอกว่าอย่าทำอย่างนั้นครับ"
"Respectful_Intervention","เข้าไปเตือน"
"Respectful_Intervention","ปิด iPad"
"Passive_Disregard","ไม่ทำอะไรไว้ก่อน"
"Empathy","คอยตามเก็บถามเพื่อนว่าเป็นอะไรไหม"
"Active_Disrespect","ถ้าเป็นตลกเช่นรูปตอนเด็กหรือว่าตอนหน้าตลก ก็ตลกไปด้วย"
"Non-participation_in_Mockery","ถ้าเป็นรูปที่เป็นส่วนตัวของเขาจะไม่ตลกด้วยและจะห้าม"
"Respectful_Intervention","ช่วยเพื่อน"
"Respectful_Intervention","ตักเตือนเพื่อนที่กระทำผิด"
"Active_Disrespect","บอกว่าคนเราไม่เหมือนกัน"
"Active_Disrespect","หัวเราะด้วย"
"Respectful_Intervention","เข้าไปตักเตือน"
"Respectful_Intervention","เก็บไอแพด"
"Respectful_Intervention","แจ้งผู้ที่อาวุโสกว่าให้มาจัดการ"
"Non-participation_in_Mockery","ถ้าเป็นภาพหน้าตอนตลกๆหรือภาพไม่ดูแย่ก็จะบอกเพื่อนอย่าไปคิดมาก"
"Respectful_Intervention","ถ้าเป็นภาพหน้าอายจะบอกเพื่อนอย่าไปแชร์ต่อ"
"Respectful_Intervention","เตือนเพื่อนที่ล้อว่ามันไม่ดี"
"Compassionate_Expression","ปลอบเพื่อนใหม่ให้รู้สึกดีขึ้น"
"Empathy","ให้พวกเพื่อน ๆ ได้ทำความรู้จักกันและกัน"
"Passive_Disregard","ปล่อยให้มันผ่านไป"
"Respectful_Intervention","ไปห้าม"
"Empathy","เริ่มเป็นเพื่อนใหม่ของเขา"
"Passive_Disregard","อยู่เงียบๆไม่ยุ่งกับทั้ง 2 ฝ่าย"
"Respectful_Intervention","เตือนเพื่อนว่าการทำแบบนี้จะทำให้เพื่อนที่เข้ามาใหม่ไม่มีความสุข"
"Compassionate_Expression","เราเป็นเพื่อนกันต้องรักกัน"
"Passive_Disregard","อยู่เฉยๆกับตัวเราเองแล้วไม่ต้องทำอะไร"
"Respectful_Intervention","ห้ามเพื่อนๆและตักเตือน"
"Respectful_Intervention","ช่วยคุยกับคนที่ไปล้อเลียนเพื่อนเจรจาให้การกระทำที่ไม่ดีกับคนอื่น"
"Respectful_Intervention","จะห้ามและตักเตือนเพราะเป็นข้อมูลส่วนบุคคลไม่ควรเผยแพร่ก่อนได้รับอนุญาต"
"Compassionate_Expression","พยายามปลอบเพื่อน"
"Non-participation_in_Mockery","เราจะไม่ยุ่งให้เกิดปัญหาหรือทำให้เพื่อนรู้สึกแย่ด้วยการดูถูกผู้อื่น"
"Respectful_Intervention","บอกเพื่อนว่าทุกคนมีจิตใจเหมือนกัน"
"Respectful_Intervention","เวลาทำอะไรให้ติดถึงใจเขาใจเราเป็นหลัก"
"Respectful_Intervention","บอกเพื่อนให้เลิกหัวเราะแล้วอธิบายมุมมองของเพื่อนใหม่"
"Passive_Disregard","ไม่สนใจและตอบโต้น้อยที่สุด"
"Respectful_Intervention","เตือนว่ามันไม่ควร เป็นการไม่ให้ความเคารพความเป็นส่วนตัวเพื่อน"
"Respectful_Intervention","บอกให้เพื่อนหยุด"
"Respectful_Intervention","ห้ามเพื่อนว่าไม่ควรเล่นแบบนี้ มันไม่ดี"
"Compassionate_Expression","บอกเพื่อนใหม่ว่าอย่าไปสนใจ อยู่นิ่งๆ"
"Ambiguous","ถามว่ามันน่าสนุกและขำตรงไหน"
"Respectful_Intervention","บอกเพื่อนให้หยุด และให้เกียรติเพื่อนใหม่"
"Empathy","บอกว่าอย่าทำมัน สงสารมันหน่อย"
"Aggressive_Retaliation","จะพูดว่าพวกมึงทำเหี้ยไรน่ะ"
"Passive_Disregard","อยู่เฉยๆ"
"Passive_Disregard","ไม่ยุ่งเกี่ยว"
"Respectful_Intervention","พูดคุยหรือทำให้รู้ว่าไม่ควร"
"Active_Disrespect","ขำนั่งยิ้ม"
"Passive_Disregard","อยู่เฉยๆ ไม่ช่วย"
"Respectful_Intervention","บอกให้เพื่อนหยุด และบอกเหตุผล"
"Empathy","เข้าไปปลอบใจและไม่ทำให้เขารู้สึกว่าตัวเองเป็นตัวประหลาด"
"Respectful_Intervention","พยายามห้ามเพื่อน"
"Passive_Disregard","นั่งอยู่เฉยๆคนเดียว ไม่ช่วย ไม่ส่งเสริมและไม่ส่งต่อ"
"Respectful_Intervention","บอกว่าไม่ควร"
"Respectful_Intervention","เข้าไปห้าม"
"Compassionate_Expression","ปลอบใจ"
"Respectful_Intervention","ถามว่าล้อไปแล้วได้อะไร"
"Compassionate_Expression","ควรที่จะรักกันไม่ใช่เหยียด"
"Ambiguous","ดูภาพว่ามีความน่าขันแค่ไหน"
"Ambiguous","พิจารณาการกระทำต่อไป"
"Non-participation_in_Mockery","ปฏิเสธและไม่เข้าร่วม"
"Respectful_Intervention","เตือนเพื่อน"
"Respectful_Intervention","เอา iPad ไปคืนเพื่อน"
"Respectful_Intervention","ไปห้ามเพื่อน"
"Compassionate_Expression","ทำให้สนิทกัน"
"Non-participation_in_Mockery","ผมจะไม่ทำอะไรทั้งนั้น"
"Compassionate_Expression","ปลอบใจเพื่อนเป็นส่วนน้อย"
"Active_Disrespect","ขำ"
"Respectful_Intervention","เตือน"
"Active_Disrespect","ขำ"
"Passive_Disregard","อยู่เฉยๆ"
"Passive_Disregard","เดินไป"
"Respectful_Intervention","เตือนด้วยความหวังดี"
"Ambiguous","ทำอะไรไม่ได้"
"Passive_Disregard","ไม่ทำอะไรเพราะยังไม่เข้าใจสถานการณ์"
"Ambiguous","อาจหัวเราะเพราะนึกถึงเหตุการณ์ในรูป"
"Ambiguous","ส่งรูปตนเองเข้าไปด้วย"
"Passive_Disregard","ไม่เข้าร่วมและอยู่เงียบๆ"
"Ambiguous","พิจารณาจากรูปภาพที่เห็น"
"Respectful_Intervention","ไม่ยุ่งเกี่ยวพร้อมเตือน"
"Respectful_Intervention","เตือนเพื่อนเกี่ยวกับการบูลลี่"
"Compassionate_Expression","ปลอบเพื่อน"
"Non-participation_in_Mockery","อยูู่เฉยๆ ไม่ส่งเสริมอะไรทั้งนั้น"
"Active_Disrespect","จะหารูปหลุดๆเขามาบ้าง"
"Compassionate_Expression","ช่วยเพื่อนและพูดให้เพื่อนไม่ต้องเศร้า"
"Respectful_Intervention","เตือนว่ารูปเป็นส่วนตัวของเขา ไม่ควรไป make fun"
"Respectful_Intervention","ช่วยปกป้องเพื่อน"
"Compassionate_Expression","ปรอบเพื่อน"
"Respectful_Intervention","ช่วยปกป้องเพื่อน"
"Compassionate_Expression","พูดในทางที่ดีเพื่อให้คิดบวก"
"Passive_Disregard","เข้าไปดู"
"Active_Disrespect","อาจจะหัวเราะเล็กน้อย"
"Passive_Disregard","จะไม่แสดงความคิดเห็น"
"Passive_Disregard","ไม่ส่งต่อไปให้เพื่อนกลุ่ม"
"Respectful_Intervention","เตือนเพื่อนคนอื่นๆให้หยุดหัวเราะ ล้อเลียนเพื่อน"
"Non-participation_in_Mockery","ผมจะไม่ล้อเลียนเพื่อน"
"Passive_Disregard","นั่งเงียบๆ"
"Non-participation_in_Mockery","จะไม่เข้าร่วมการล้อเลียน"
"Compassionate_Expression","เมื่อคนอื่นออกไปก็เข้าไปปลอบ"
"Non-participation_in_Mockery","ไม่เข้าร่วมไปหัวเราะกับเพื่อน"
"Aggressive_Retaliation","เตือนเพื่อที่ล้อว่าทำอย่างงี้เดี้ยวซวยนะเว้ย"
"Non-participation_in_Mockery","ไม่เข้าไปล้อเรียนเพื่อนคนนั้น"
"Respectful_Intervention","พยายามช่วยเตือนเพื่อนให้หยุดล้อ"
"Non-participation_in_Mockery","จะไม่ล้อเลียนภาพของเพื่อน"
"Respectful_Intervention","จะเข้าไปห้ามเพื่อนที่ล้อเลียน"
"Ambiguous","ส่งหน้าตัวเองและเพื่อนที่ตลก"
"Respectful_Intervention","เข้าไปคุยดีๆและเตือนเพื่อนๆ ที่ไปล้อเลียนเพื่อนใหม่"
"Compassionate_Expression","เข้าไปคุยกับเพื่อนใหม่คนนั้นว่เป็นอะไรมั้ย"
"Non-participation_in_Mockery","ไม่เข้าร่วมล้อเพื่อน"
"Compassionate_Expression","พยายามช่วยเพื่อน"
"Respectful_Intervention","เตือนเพื่อนก่อน"
"Passive_Disregard","ถ้าไม่ฟังก็ปล่อยไป"
"Empathy","บอกเพื่อนให้คิดถึงความรู้สึกคนที่โดนล้อ"
"Empathy","เข้าใจผลกระทบต่อสภาพจิตใจของคนถูกล้อ"
"Passive_Disregard","ดูเฉยๆไม่ช่วย"
"Respectful_Intervention","พยายามห้ามเพื่อน"
"Respectful_Intervention","ห้ามเพราะอาจเกิดทะเลาะหรือทำร้ายกันได้"
"Compassionate_Expression","พยายามหาวิธีช่วยเพื่อนที่โดนล้อ"
"Respectful_Intervention","บอกว่าอย่าทำอะไรเพื่อนใหม่"
"Passive_Disregard","ดูและอยู่เฉยๆ"
"Active_Disrespect","อาจขำถ้ารูปตลก"
"Compassionate_Expression","รีบบอกเพื่อนใหม่ ครูหรือผู้ที่หยุดเหตุการณ์ได้"
"Compassionate_Expression","ถ้าเครื่องล็อกก็ปิดแล้วหายตัวไป"
"Passive_Disregard","เข้าไปดูแต่ไม่พูดอะไร"
"Compassionate_Expression","แนะนำเพื่อนใหม่ว่าควรทำตัวยังไง"
"Respectful_Intervention","พูดไปตรงๆว่ามันไม่เหมาะไม่ควร"
"Respectful_Intervention","บอกให้ลบที่แคปไว้แล้วไปคืนเด็กใหม่"
"Respectful_Intervention","เตือนว่าสิ่งที่กำลังทำนั้นไม่สมควร"
"Respectful_Intervention","บอกให้ลบรูปภาพ"
"Respectful_Intervention","บอกให้หยุดดูรูปต่อ"
"Respectful_Intervention","บอกให้เอาไปคืนเพื่อนที่ลืมไว้"
"Ambiguous","ดูสถานการณ์ ถ้าไม่มากเกินจะไม่เข้าไป แต่ถ้ามากเกินก็จะเข้าไปห้าม"
"Respectful_Intervention","ห้ามคนอื่นให้หยุดการล้อ"
"Empathy","บอกเพื่อนๆที่หัวเราะว่าหยุดหัวเราะมันไม่ใช่เรื่องตลก เขาอาจคิดมากได้"
"Respectful_Intervention","เข้าไปห้ามไม่ให้เซฟรูป"
"Respectful_Intervention","บังคับให้ลบภาพหลุดนั้น"
"Respectful_Intervention","เข้าไปห้ามอย่างเร็วที่สุด"
"Respectful_Intervention","แย่ง iPad ของเพื่อนที่โดนข้นรูป แล้วเอาไปให้เพื่อนคนนั้น"
"Passive_Disregard","ไม่เข้าไปยุ่งกับเรื่องนี้"
"Respectful_Intervention","เตือนเพื่อนที่ทำว่าเป็นสิ่งที่ไม่ดี"
"Respectful_Intervention","บอกให้ทุกคนเงียบ"
"Respectful_Intervention","วิ่งไปเอาไอแพดของเพื่อนคนที่โดนล้อ"
"Compassionate_Expression","บอกให้กำลังใจ ด้านบวก และไปปลอบ"
"Respectful_Intervention","บอกเพื่อนที่ล้อว่าถ้าโดนบ้างจะเป็นยังไง"
"Non-participation_in_Mockery","ไม่หัวเราะหรือแสดงความเหยียดหยามคนอื่น"
"Ambiguous","จะลองดูภาพนั้น"
"Compassionate_Expression","ให้กำลังใจเพื่อนที่ถูกล้อ"
"Respectful_Intervention","บอกเพื่อนคนอื่นว่าสิ่งที่ทำนั้นไม่ดี ให้เลิกทำหรือน้อยลง"
"Ambiguous","ถ้าล้อเล่นนิดหน่อย ก็อยู่นิ่งๆหรือล้อด้วยนิดหน่อย"
"Respectful_Intervention","ถ้าคิดว่าทำร้ายจิตใจมากเกิน จะไปคุยกับเพื่อนว่าไม่โอเค"
"Ambiguous","ส่งรูปหน้าตัวเองไปด้วย"
"Non-participation_in_Mockery","ไม่เข้าไปแกล้งหรือเหยียดหยามเพื่อนที่โดนแกล้ง"
"Respectful_Intervention","ไปห้ามและปลอบใจเพื่อนใหม่"
"Empathy","บอกเพื่อนใหม่ว่าอย่าเสียใจ อาจต้องเจอแบบนี้อีก"
"Active_Disrespect","หัวเราะและล้อเลียนตามเพื่อน"
"Active_Disrespect","จะหัวเราะภาพเพื่อนไม่ว่าภาพจะเป็นอย่างไร"
"Respectful_Intervention","ถ้าเพื่อนไม่โอเคกับภาพที่โดนล้อ จะไม่หัวเราะ"
"Active_Disrespect","เข้าใจความคึกคะนองแต่ก็รับไม่ได้ที่เพื่อนลุกล้ำความเป็นส่วนตัว"
"Compassionate_Expression","คอยอยู่ข้างๆ และช่วยเพื่อนใหม่ให้ผ่านเรื่องนี้ไปได้"
"Respectful_Intervention","ให้เพื่อนใหม่รวบรวมหลักฐาน แจ้งผู้กำกับเพื่อดำเนินการ"
"Compassionate_Expression","เข้าใจและเห็นใจผู้ที่ทำผิดแต่ไม่ยอมรับพฤติกรรม"
"Ambiguous","ไปช่วย"
"Respectful_Intervention","บอกเพื่อนว่าอย่าบูลลี่คนอื่น"
"Empathy","บอกเพื่อนว่าถ้าโดนเองจะรู้สึกยังไง"
"Respectful_Intervention","แจ้งคุณครูและบอกให้เพื่อนรู้"
"Passive_Disregard","ไม่ยุ่ง"
"Respectful_Intervention","เข้าไปห้าม"
"Non-participation_in_Mockery","ไม่หัวเราะตามเพื่อน"
"Compassionate_Expression","บอกเค้าว่าเป็นนักเรียนใหม่ยังไม่เข้าใจ"
"Respectful_Intervention","หยุดเพื่อนให้เลิกล้อเลียนเพื่อนใหม่"
"Respectful_Intervention","ลบภาพทิ้งแล้วปลอบเพื่อน"
"Respectful_Intervention","บอกเพื่อนให้หยุด"
"Respectful_Intervention","บอกคนอื่นว่าอย่าหรือบอกครู"
"Respectful_Intervention","บอกครู"
"Respectful_Intervention","บอกครูและให้กำลังใจ"
"Respectful_Intervention","บอกว่าอย่าล้อ เย็นไว้"
"Empathy","เข้าไปปลอบเพื่อน"
"Passive_Disregard","ไม่ไปยุ่งกับเรื่องนั้นมากนัก"
"Respectful_Intervention","บอกว่ามันไม่ดี"
"Ambiguous","ที่จริงคุณอิดชา?"
"Empathy","เขาเป็นเด็กใหม่ให้เขาได้ปรับตัวหน่อยสิ"
"Respectful_Intervention","บอกว่าอย่าไปล้อเขาเลย"
"Non-participation_in_Mockery","ไม่ส่งรูปภาพต่อให้คนอื่น"
"Respectful_Intervention","บอกว่าอย่าล้อเพื่อนสิ มันไม่ดีนะ"
"Non-participation_in_Mockery","ไม่ล้อ"
"Empathy","นายไม่ต้องอายเราก็เคยเป็น"
"Non-participation_in_Mockery","ไม่ให้ดู"
"Respectful_Intervention","จะห้ามเพื่อนไม่ให้เปิด"
"Respectful_Intervention","นำไอแพดของเพื่อนไปคืน"
"Empathy","เพื่อนคนนั้นคงมีเรื่องที่อายอยู่แล้ว"
"Respectful_Intervention","บอกให้เขาไม่ล้อเลียนคนอื่น"
"Respectful_Intervention","บอกเพื่อนให้หยุดล้อเลียนคนอื่น"
"Respectful_Intervention","ให้ช่วยกันหยิบ iPad"
"Passive_Disregard","ไม่สนใจ"
"Respectful_Intervention","เตือนและบอกเพื่อนอย่าทำเขาพึ่งมาใหม่ให้เขาปรับตัวก่อน"
"Respectful_Intervention","พูดว่า หยุดแชร์รูปใจเขาใจเรา"
"Respectful_Intervention","เข้าไปบอกให้หยุดล้อ"
"Non-participation_in_Mockery","ไม่เข้าร่วมในการล้อเลียนและต่อต้านเพื่อนที่ทำอย่างนี้"
"Respectful_Intervention","ตักเตือนเพื่อน"
"Passive_Disregard","ไม่เข้าไปยุ่งและบอกครู"
"Respectful_Intervention","ห้ามและปรับความเข้าใจกัน และให้กำลังใจกับเพื่อนใหม่"
"Respectful_Intervention","คุยกับเพื่อนว่าเพื่อนไม่น่าล้อเลียนแบบนี้"
"Respectful_Intervention","เตือนเพื่อน ถ้าไม่หยุดจะบอกครู"
"Non-participation_in_Mockery","อย่าแกล้งกัน"
"Respectful_Intervention","บอกให้พวกเขาหยุด"
"Respectful_Intervention","บอกครู"
"Respectful_Intervention","เตือนเพื่อน"
"Empathy","เขาพึ่งเข้ามาใหม่"
"Non-participation_in_Mockery","อย่าล้อกันนะ"
"Respectful_Intervention","ตักเตือนเพื่อนคนที่หัวเราะล้อเลียน"
"Respectful_Intervention","เอาไอแพดไปให้เพื่อน"
"Respectful_Intervention","พาเพื่อนไปบอกเรื่องทุกอย่างกับคุณครู"
"Respectful_Intervention","เตือน"
"Empathy","จะไปช่วยเพื่อนรับ"
"Empathy","เพราะถ้าโดนเองจะเสียใจ"
"Non-participation_in_Mockery","ไม่เหยียดหยามตามคนอื่น"
"Respectful_Intervention","แจ้งคุณครูประจำชั้น หรือ ครูคณะ"
"Respectful_Intervention","tell them to not bully that friend"
"Non-participation_in_Mockery","ไม่ควรไปร่วมล้อ"
"Respectful_Intervention","ควรห้าม"
"Non-participation_in_Mockery","ปกป้องเพื่อน"
"Passive_Disregard","ทำเหมือนไม่มีอะไรเกิดขึ้น"
"Non-participation_in_Mockery","ถ้าเราไม่อยากให้เพื่อนล้อเลียนเราก็ไม่ล้อเลียนเพื่อน"
"Respectful_Intervention","บอกให้หยุด"
"Passive_Disregard","ปล่อย เพราะกลัวเพื่อนจะรอเรากลับมาทำร้ายหนักกว่าเดิม"
"Respectful_Intervention","บอกเพื่อนว่าอย่าล้อ เพราะถ้าเราโดนจะรู้สึกยังไง"
"Respectful_Intervention","บอกเพื่อนที่ล้อให้หยุด เพราะต่างมีสิทธิ์ตั้งภาพใน iPad"
"Respectful_Intervention","พยายามห้ามแต่เพื่อนไม่ฟัง"
"Respectful_Intervention","บอกให้หยุด"
"Aggressive_Retaliation","ถ้าไม่หยุดจะเกิดการชกต่อย"
"Respectful_Intervention","พยายามห้ามไม่ให้เพื่อล้อเลียน"
"Passive_Disregard","ไปบอกครู"
"Respectful_Intervention","บอกเพื่อนว่า เราไม่ควรไปดูของคนอื่นในไอแพด"
"Respectful_Intervention","แจ้งครูบอกคนที่ล้อเลียนให้หยุดและลบที่ทำ"
"Respectful_Intervention","ไปพูดกับเพื่อนใหม่"
"Respectful_Intervention","บอกเพื่อนว่าอย่าหัวเราะ"
"Passive_Disregard","บอกคุณครูเกี่ยวกับเรื่องนี้"
"Passive_Disregard","บอกคุณครูเกี่ยวกับเรื่องที่เกิดขึ้น"
"Respectful_Intervention","ไปทำความเข้าใจกับเพื่อนใหม่"
"Passive_Disregard","ไม่ต้องไปสนใจ"
"Passive_Disregard","จะไม่เข้าไปใกล้เพื่อไม่ให้มีปัญหา"
"Compassionate_Expression","นับ 1-10 พอใจเย็นแล้วค่อยไปคุยกับเพื่อน"
"Respectful_Intervention","ไปเตือนเขา"
"Passive_Disregard","บอกครู"
"Empathy","ไปคุยและปลอบใจเพื่อนที่โดนหลอก"
"Respectful_Intervention","พยายามห้ามเพื่อนคนที่ล้อ"
"Ambiguous","บอกเพื่อนว่าไม่ต้องสนใจและบอกว่าเกิดอะไรขึ้น"
"Respectful_Intervention","จะตักเตือนเพื่อน"
"Non-participation_in_Mockery","จะไม่เข้าร่วมในสิ่งที่เพื่อนกำลังล้อเลียนอยู่"
"Respectful_Intervention","กลับไปบอกเพื่อนคนนั้น"
"Respectful_Intervention","กลับไปบอกครู"
"Non-participation_in_Mockery","อย่าไปดูเลยมันเป็นข้อมูลส่วนตัวนะ"
"Respectful_Intervention","จะบอกว่าการเหยียดหยามไม่ดีนะแล้วอย่าทํา"
"Respectful_Intervention","เข้าไปตักเตือนและห้าม"
"Respectful_Intervention","ถ้าไม่ฟังก็จะไปบอกครู"
"Respectful_Intervention","Tell him"
"Respectful_Intervention","go to tell teacher"
"Compassionate_Expression","บอกเขาอย่างวาจาดีรอบแรก"
